epoch,steps,cosine_pearson,cosine_spearman,euclidean_pearson,euclidean_spearman,manhattan_pearson,manhattan_spearman,dot_pearson,dot_spearman
-1,-1,0.8917566983760716,0.889375534648878,0.889118812874769,0.8857714559847928,0.8898262837295744,0.8866218531921195,0.8851649077639507,0.8809286134533768
